Gene ID,Gene Name,root,leaf,flower bud,flower,1 cm fruit,2 cm fruit,3 cm fruit,mature green fruit,breaker fruit,fruit at 10 days after the breaker stage
Solyc01g008300.1,Solyc01g008300.1,13,2,1,1,0.8,2,1,4,5,2
Solyc01g008310.2,Solyc01g008310.2,80,25,34,41,56,72,77,82,75,76
Solyc01g008320.2,Solyc01g008320.2,28,11,11,17,12,20,26,33,44,80
Solyc01g008330.2,Solyc01g008330.2,68,63,76,47,157,154,113,64,75,115
Solyc01g008340.2,Solyc01g008340.2,31,12,15,11,28,35,15,26,21,35
Solyc01g008350.2,Solyc01g008350.2,0.1,0.2,0.2,,0.1,0.2,0.6,0.3,0.1,0.3
Solyc01g008360.2,Solyc01g008360.2,24,20,43,40,42,26,26,28,23,26
Solyc01g008370.2,Solyc01g008370.2,185,62,78,90,137,159,179,100,119,163
Solyc01g008380.1,Solyc01g008380.1,2,0.4,0.5,0.6,1,2,3,2,0.7,2
Solyc01g008400.2,Solyc01g008400.2,0.3,,0.4,0.5,0.3,,2,1,0.9,
Solyc01g008410.1,Solyc01g008410.1,,,0.1,,,,,,,
Solyc01g008420.2,Solyc01g008420.2,0.9,0.4,7,6,6,12,12,11,9,1
Solyc01g008430.1,Solyc01g008430.1,,,,0.1,,0.1,,,,
Solyc01g008440.2,Solyc01g008440.2,9,8,28,42,4,8,7,11,3,16
Solyc01g008450.1,Solyc01g008450.1,0.4,,0.1,,0.1,,,,,
Solyc01g008460.2,Solyc01g008460.2,19,10,18,17,20,18,19,21,18,21
Solyc01g008470.2,Solyc01g008470.2,16,8,17,12,16,14,9,10,6,7
Solyc01g008480.2,Solyc01g008480.2,9,6,4,4,6,8,9,11,8,9
Solyc01g008490.2,Solyc01g008490.2,13,9,9,9,10,11,14,16,21,23
Solyc01g008500.2,Solyc01g008500.2,1,0.3,0.1,0.1,0.1,0.2,0.4,0.7,0.2,
Solyc01g008510.2,Solyc01g008510.2,0.9,0.2,0.1,0.3,,0.2,0.1,0.3,5,29
Solyc01g008520.2,Solyc01g008520.2,3,2,2,1,3,7,11,7,2,2
Solyc01g008530.2,Solyc01g008530.2,11,14,38,7,17,13,9,4,0.8,0.6
Solyc01g008540.2,Solyc01g008540.2,,,0.2,0.8,2,0.8,1,,3,
Solyc01g008550.2,Solyc01g008550.2,226,156,189,160,267,185,154,46,17,4
Solyc01g008560.2,Solyc01g008560.2,28,11,18,22,15,14,9,27,13,26
Solyc01g008570.1,Solyc01g008570.1,,,0.1,,,,,,,
Solyc01g008600.2,Solyc01g008600.2,6,4,18,10,75,46,17,12,8,9
Solyc01g008610.2,Solyc01g008610.2,,,3,8,,,,,,
Solyc01g008620.2,Solyc01g008620.2,46,1,1,2,0.1,0.3,0.6,0.4,0.2,0.7
Solyc01g008640.2,Solyc01g008640.2,8,,,,,,,,,
Solyc01g008650.2,Solyc01g008650.2,24,,0.1,0.3,,,,,,
Solyc01g008660.2,Solyc01g008660.2,7,4,3,4,7,8,8,9,4,9
Solyc01g008670.2,Solyc01g008670.2,0.6,7,16,18,0.6,0.2,0.4,0.6,0.2,0.2
Solyc01g008680.2,Solyc01g008680.2,0.5,,17,11,0.3,0.5,0.1,1,2,5
Solyc01g008690.2,Solyc01g008690.2,11,0.2,,,0.7,0.2,0.1,0.1,,
Solyc01g008700.2,Solyc01g008700.2,5,13,13,8,15,13,14,20,106,42
Solyc01g008710.2,Solyc01g008710.2,,1,,2,0.1,,,2,1073,171
Solyc01g008720.1,Solyc01g008720.1,,,,0.1,0.1,,0.1,,0.1,
Solyc01g008730.2,Solyc01g008730.2,25,10,14,19,11,12,16,20,26,20
Solyc01g008740.1,Solyc01g008740.1,,,7,3,,,0.1,,,
Solyc01g008750.1,Solyc01g008750.1,,,,,,0.1,,,,
Solyc01g008760.2,Solyc01g008760.2,4,3,5,3,7,8,9,8,5,4
Solyc01g008770.2,Solyc01g008770.2,36,26,24,21,35,37,31,27,13,16
Solyc01g008780.2,Solyc01g008780.2,26,86,48,69,23,31,42,44,45,93
Solyc01g008790.2,Solyc01g008790.2,9,31,21,8,78,96,78,60,13,1
Solyc01g008800.1,Solyc01g008800.1,7,3,1,1,1,2,0.9,3,2,1
Solyc01g008810.2,Solyc01g008810.2,34,24,36,40,35,28,42,24,21,14
Solyc01g008820.2,Solyc01g008820.2,59,44,63,42,49,41,27,37,56,64
Solyc01g008830.1,Solyc01g008830.1,0.1,10,3,6,0.5,0.4,0.7,1,1,0.2
Solyc01g008840.2,Solyc01g008840.2,51,31,43,54,52,51,39,63,63,75
Solyc01g008850.2,Solyc01g008850.2,16,69,75,164,55,58,59,122,136,169
Solyc01g008870.1,Solyc01g008870.1,,,,,,,,0.2,,
Solyc01g008880.1,Solyc01g008880.1,,0.2,0.2,0.2,,,0.1,0.2,0.1,
Solyc01g008890.2,Solyc01g008890.2,18,16,15,21,13,14,18,11,9,13
Solyc01g008900.2,Solyc01g008900.2,6,5,4,3,7,8,4,6,5,6
Solyc01g008910.2,Solyc01g008910.2,5,2,2,8,2,1,2,2,7,16
Solyc01g008920.2,Solyc01g008920.2,0.9,51,7,18,4,5,5,7,5,3
Solyc01g008930.2,Solyc01g008930.2,3,7,15,13,16,12,8,8,5,4
Solyc01g008940.2,Solyc01g008940.2,2,17,4,1,0.2,,,,,
Solyc01g008950.2,Solyc01g008950.2,383,161,323,301,338,276,306,297,302,197
Solyc01g008960.2,Solyc01g008960.2,234,62,146,130,220,302,338,220,162,89
Solyc01g008970.2,Solyc01g008970.2,289,145,134,197,247,298,450,300,319,160
Solyc01g008980.2,Solyc01g008980.2,10,8,10,11,9,9,12,13,16,18
Solyc01g008990.2,Solyc01g008990.2,23,13,24,22,28,25,28,24,18,23
Solyc01g009000.2,Solyc01g009000.2,52,27,25,31,46,53,79,52,42,36
Solyc01g009010.2,Solyc01g009010.2,11,32,59,51,52,36,28,24,56,84
Solyc01g009020.2,Solyc01g009020.2,159,134,193,225,201,191,231,256,243,112
Solyc01g009030.2,Solyc01g009030.2,27,6,9,7,17,22,20,22,21,30
Solyc01g009040.2,Solyc01g009040.2,15,2,6,1,9,2,1,0.3,,
Solyc01g009050.2,Solyc01g009050.2,36,24,23,27,30,31,36,35,36,64
Solyc01g009060.2,Solyc01g009060.2,29,10,16,26,19,27,24,26,26,33
Solyc01g009070.2,Solyc01g009070.2,13,6,21,20,6,10,12,11,7,6
Solyc01g009080.2,Solyc01g009080.2,0.1,254,121,92,38,37,12,22,29,3
Solyc01g009090.2,Solyc01g009090.2,51,22,29,41,44,40,64,52,52,59
Solyc01g009100.2,Solyc01g009100.2,142,56,107,86,229,247,116,118,86,108
Solyc01g009110.2,Solyc01g009110.2,5,14,7,10,7,8,12,12,15,28
Solyc01g009120.2,Solyc01g009120.2,4,12,4,5,3,6,7,11,10,18
Solyc01g009140.1,Solyc01g009140.1,,,,,,,,,,0.2
Solyc01g009150.2,Solyc01g009150.2,16,10,16,12,20,22,13,21,13,19
Solyc01g009160.2,Solyc01g009160.2,41,18,2,2,12,5,1,45,15,15
Solyc01g009170.2,Solyc01g009170.2,161,52,28,97,20,43,76,144,185,95
Solyc01g009180.2,Solyc01g009180.2,27,14,14,22,18,26,15,25,32,44
Solyc01g009190.1,Solyc01g009190.1,0.1,0.1,0.5,,,,0.1,,,
Solyc01g009200.2,Solyc01g009200.2,11,4,5,2,3,3,4,0.9,0.2,0.1
Solyc01g009210.1,Solyc01g009210.1,,,0.3,,,,,,,
Solyc01g009220.2,Solyc01g009220.2,2,3,2,0.9,2,1,0.9,0.2,,
Solyc01g009230.2,Solyc01g009230.2,16,10,2,3,4,8,6,8,6,3
Solyc01g009240.2,Solyc01g009240.2,0.4,0.3,79,19,0.1,,0.2,0.2,0.1,
Solyc01g009250.2,Solyc01g009250.2,0.8,1,6,13,0.8,1,2,2,1,0.2
Solyc01g009260.1,Solyc01g009260.1,0.8,1,,,0.1,,,,,
Solyc01g009270.1,Solyc01g009270.1,0.1,0.1,,0.1,,,,,,
Solyc01g009280.2,Solyc01g009280.2,28,14,15,18,15,18,20,27,21,26
Solyc01g009290.2,Solyc01g009290.2,23,7,15,19,16,16,16,16,17,24
Solyc01g009300.2,Solyc01g009300.2,90,9,9,15,17,55,73,52,22,18
Solyc01g009310.2,Solyc01g009310.2,180,57,68,52,129,163,148,190,83,100
Solyc01g009320.1,Solyc01g009320.1,0.1,,,0.2,,,,,,
Solyc01g009330.1,Solyc01g009330.1,0.7,0.2,0.2,0.1,,,,,,
Solyc01g009340.2,Solyc01g009340.2,1,1,3,1,3,1,1,0.5,0.3,0.1
Solyc01g009350.2,Solyc01g009350.2,0.1,,1,,,,,,,
Solyc01g009370.1,Solyc01g009370.1,26,,0.3,1,,,,0.1,,
Solyc01g009380.2,Solyc01g009380.2,17,11,8,7,10,11,11,12,11,14
Solyc01g009390.2,Solyc01g009390.2,19,4,7,11,6,11,12,13,22,23
Solyc01g009400.2,Solyc01g009400.2,6,,,,,,,,,
Solyc01g009410.2,Solyc01g009410.2,21,,,,,,,,,
Solyc01g009420.2,Solyc01g009420.2,212,99,126,92,323,494,484,470,387,242
Solyc01g009430.2,Solyc01g009430.2,41,30,99,202,72,165,331,410,884,324
Solyc01g009440.1,Solyc01g009440.1,,,1,,,0.1,,,,
Solyc01g009450.2,Solyc01g009450.2,162,87,86,101,102,135,219,209,322,150
Solyc01g009460.2,Solyc01g009460.2,,0.4,,0.5,0.6,0.8,0.5,0.6,,0.4
Solyc01g009470.1,Solyc01g009470.1,0.2,,,,,,,,,
Solyc01g009480.2,Solyc01g009480.2,2,0.4,5,24,0.1,,0.1,0.2,0.1,
Solyc01g009500.2,Solyc01g009500.2,18,13,8,11,6,6,5,9,4,6
Solyc01g009520.2,Solyc01g009520.2,169,71,114,86,293,230,264,239,167,139
Solyc01g009530.1,Solyc01g009530.1,0.1,,,,,,0.1,,,
Solyc01g009550.1,Solyc01g009550.1,,,,,0.3,0.7,0.5,0.6,0.3,0.4
Solyc01g009560.1,Solyc01g009560.1,2,,,,,,,,,
Solyc01g009570.2,Solyc01g009570.2,,40,21,16,3,0.9,0.1,0.1,,
Solyc01g009580.1,Solyc01g009580.1,4,,0.7,,0.2,,0.2,,,
Solyc01g009590.2,Solyc01g009590.2,,,1215,,,,,0.4,0.1,
Solyc01g009600.2,Solyc01g009600.2,,,20,17,,,0.1,0.1,,
Solyc01g009610.2,Solyc01g009610.2,48,38,36,27,85,68,60,52,23,18
Solyc01g009620.2,Solyc01g009620.2,12,8,16,10,37,31,28,23,19,33
Solyc01g009630.2,Solyc01g009630.2,33,24,23,23,42,35,34,30,34,59
Solyc01g009650.1,Solyc01g009650.1,0.9,,,,,,,,,
Solyc01g009670.2,Solyc01g009670.2,2,12,2,3,4,2,2,1,0.5,0.1
Solyc01g009680.2,Solyc01g009680.2,,0.1,,,,,,,,
Solyc01g009690.1,Solyc01g009690.1,4,0.1,0.1,0.3,,0.3,0.1,0.5,0.1,
Solyc01g009700.1,Solyc01g009700.1,1,0.5,0.3,0.2,0.1,,0.1,0.3,,
Solyc01g009720.1,Solyc01g009720.1,6,1,0.5,0.5,0.3,0.2,0.1,0.1,0.1,0.1
Solyc01g009730.1,Solyc01g009730.1,,,0.2,,,,,,,
Solyc01g009740.1,Solyc01g009740.1,,,0.1,0.1,,,,,,
Solyc01g009750.2,Solyc01g009750.2,110,59,85,114,106,113,142,206,206,273
Solyc01g009760.2,Solyc01g009760.2,11,3,2,4,1,1,0.4,3,2,0.9
Solyc01g009770.2,Solyc01g009770.2,29,3,10,2,15,8,5,4,8,4
Solyc01g009780.2,Solyc01g009780.2,43,23,38,60,31,27,33,54,40,77
Solyc01g009810.2,Solyc01g009810.2,3,0.7,0.1,0.2,0.3,0.7,,1,,0.7
Solyc01g009820.2,Solyc01g009820.2,20,8,8,28,7,12,13,24,22,28
Solyc01g009830.2,Solyc01g009830.2,5,,0.3,0.2,0.2,0.1,0.5,4,0.1,
Solyc01g009850.2,Solyc01g009850.2,22,16,38,26,38,20,16,16,19,21
Solyc01g009860.2,Solyc01g009860.2,142,147,28,146,39,43,26,24,47,5
Solyc01g009870.2,Solyc01g009870.2,0.7,0.1,13,4,22,31,58,27,0.9,4
Solyc01g009880.2,Solyc01g009880.2,,,2,0.8,,,,,,
Solyc01g009890.1,Solyc01g009890.1,,0.3,0.4,0.2,,,,,,
Solyc01g009900.2,Solyc01g009900.2,,0.6,1,7,0.5,,,,,
Solyc01g009910.1,Solyc01g009910.1,,,0.6,0.4,,,,,,
Solyc01g009920.1,Solyc01g009920.1,,,0.9,0.1,,,,,,
Solyc01g009930.1,Solyc01g009930.1,1,0.2,,,,0.1,,0.3,,
Solyc01g009950.1,Solyc01g009950.1,0.2,,,,,,,,,
Solyc01g009960.2,Solyc01g009960.2,,,0.6,0.9,,,,,,
Solyc01g009970.2,Solyc01g009970.2,14,27,17,16,25,26,25,16,19,33
Solyc01g009990.2,Solyc01g009990.2,47,150,149,106,226,212,115,90,88,156
Solyc01g010000.2,Solyc01g010000.2,27,16,13,20,8,8,9,8,14,13
Solyc01g010010.1,Solyc01g010010.1,0.2,0.1,0.3,0.1,,,,,,0.1
Solyc01g010020.2,Solyc01g010020.2,28,8,13,5,3,3,2,7,4,1
Solyc01g010030.2,Solyc01g010030.2,23,8,6,8,8,7,5,4,4,4
Solyc01g010050.2,Solyc01g010050.2,0.5,0.8,0.7,0.4,0.7,0.6,0.9,0.1,0.1,0.1
Solyc01g010060.2,Solyc01g010060.2,4,2,2,2,4,3,1,13,9,59
Solyc01g010080.2,Solyc01g010080.2,86,0.1,0.2,0.1,,,,0.1,,0.1
Solyc01g010110.1,Solyc01g010110.1,,,0.1,,,,,,,0.2
Solyc01g010130.2,Solyc01g010130.2,14,9,23,86,9,12,12,5,2,2
Solyc01g010150.2,Solyc01g010150.2,17,5,27,18,0.8,0.7,1,4,5,9
Solyc01g010160.2,Solyc01g010160.2,,,,,,,,0.2,3,47
Solyc01g010170.1,Solyc01g010170.1,,,,,,,,,3,66
Solyc01g010180.2,Solyc01g010180.2,8,77,22,27,93,87,66,44,5,5
Solyc01g010190.2,Solyc01g010190.2,29,12,31,27,54,47,54,31,24,34
Solyc01g010200.2,Solyc01g010200.2,73,26,133,117,343,367,365,293,135,80
Solyc01g010210.1,Solyc01g010210.1,,,,0.2,,,,0.1,0.1,0.5
Solyc01g010220.2,Solyc01g010220.2,14,7,13,11,25,21,14,12,6,7
Solyc01g010230.2,Solyc01g010230.2,124,15,40,38,80,113,76,87,33,98
Solyc01g010240.2,Solyc01g010240.2,,,2,,,,,,,
Solyc01g010250.2,Solyc01g010250.2,,9,11,10,18,14,9,19,33,20
Solyc01g010260.2,Solyc01g010260.2,0.1,,,,,,,,,
Solyc01g010270.2,Solyc01g010270.2,205,86,107,75,244,249,215,322,102,86
Solyc01g010280.2,Solyc01g010280.2,0.1,0.1,2,3,,,,,,
Solyc01g010290.2,Solyc01g010290.2,73,20,12,13,10,14,11,14,9,6
Solyc01g010310.2,Solyc01g010310.2,53,7,38,11,41,68,51,30,18,0.4
Solyc01g010340.1,Solyc01g010340.1,0.5,0.2,0.2,0.8,0.7,0.2,0.6,0.4,0.4,0.5
Solyc01g010350.2,Solyc01g010350.2,21,,4,,,,0.3,0.3,0.2,
Solyc01g010360.2,Solyc01g010360.2,,0.1,70,7,0.1,0.1,1,1,0.2,0.2
Solyc01g010370.2,Solyc01g010370.2,8,5,9,3,6,4,3,3,2,0.6
Solyc01g010380.2,Solyc01g010380.2,0.7,,0.9,0.6,,,,,,
Solyc01g010390.2,Solyc01g010390.2,29,10,77,6,12,14,14,7,2,3
Solyc01g010410.2,Solyc01g010410.2,,,0.6,0.4,0.4,0.9,1,3,4,1
Solyc01g010420.2,Solyc01g010420.2,1,,0.3,0.3,,,,0.1,,0.1
Solyc01g010430.2,Solyc01g010430.2,27,7,32,14,6,11,6,37,33,42
Solyc01g010440.2,Solyc01g010440.2,54,19,25,30,49,52,88,59,54,40
Solyc01g010460.2,Solyc01g010460.2,3,6,2,2,4,4,6,5,2,4
Solyc01g010470.2,Solyc01g010470.2,4,10,5,4,6,5,7,8,5,6
Solyc01g010480.2,Solyc01g010480.2,3,212,13,24,0.5,2,9,49,124,34
Solyc01g010490.2,Solyc01g010490.2,0.2,,,0.1,,0.1,0.2,6,26,38
Solyc01g010500.1,Solyc01g010500.1,,0.2,15,0.2,,,,0.1,,
Solyc01g010510.2,Solyc01g010510.2,2,2,2,1,1,2,2,1,1,2
Solyc01g010520.2,Solyc01g010520.2,3,26,20,25,25,23,20,12,1,0.2
Solyc01g010530.1,Solyc01g010530.1,,,1,,0.1,,,,,
Solyc01g010540.2,Solyc01g010540.2,83,45,94,62,161,129,106,85,58,60
Solyc01g010570.2,Solyc01g010570.2,16,10,14,17,21,27,48,43,37,23
Solyc01g010580.2,Solyc01g010580.2,184,54,98,96,252,287,394,231,181,101
Solyc01g010590.2,Solyc01g010590.2,54,15,24,19,40,30,29,31,20,25
Solyc01g010600.2,Solyc01g010600.2,0.3,0.1,6,5,,,,,,
Solyc01g010610.1,Solyc01g010610.1,4,2,1,2,4,4,5,3,4,3
Solyc01g010640.2,Solyc01g010640.2,7,66,17,39,11,24,24,27,48,111
Solyc01g010650.2,Solyc01g010650.2,29,10,52,37,26,30,56,48,51,29
Solyc01g010660.2,Solyc01g010660.2,10,5,11,13,17,12,12,21,13,39
Solyc01g010680.1,Solyc01g010680.1,,,0.1,0.1,,,,,,
Solyc01g010700.2,Solyc01g010700.2,4,9,14,16,20,32,37,22,20,30
Solyc01g010710.2,Solyc01g010710.2,45,4,2,0.7,2,2,1,4,0.2,
Solyc01g010720.2,Solyc01g010720.2,15,,,,,,,,,
Solyc01g010730.1,Solyc01g010730.1,4,,,,,,,,,
Solyc01g010740.2,Solyc01g010740.2,,,15,4,,,0.1,,,
Solyc01g010750.2,Solyc01g010750.2,469,99,171,315,286,470,608,464,549,528
Solyc01g010760.2,Solyc01g010760.2,138,38,146,121,82,60,60,49,115,156
Solyc01g010770.2,Solyc01g010770.2,6,12,0.8,3,1,3,11,8,5,0.3
Solyc01g010780.2,Solyc01g010780.2,44,24,26,31,33,34,36,30,31,32
Solyc01g010790.1,Solyc01g010790.1,,,0.1,,,,,,0.1,
Solyc01g010810.2,Solyc01g010810.2,15,11,9,11,16,16,14,21,15,22
Solyc01g010820.2,Solyc01g010820.2,22,7,8,15,10,22,16,18,21,18
Solyc01g010830.2,Solyc01g010830.2,14,13,16,14,19,23,18,24,29,28
Solyc01g010860.2,Solyc01g010860.2,20,11,12,25,8,13,17,13,14,18
Solyc01g010870.2,Solyc01g010870.2,39,15,15,19,21,32,34,54,114,135
Solyc01g010880.2,Solyc01g010880.2,17,9,43,99,10,11,12,10,7,9
Solyc01g010890.2,Solyc01g010890.2,0.2,,4,4,0.1,,,,,
Solyc01g010900.2,Solyc01g010900.2,0.1,,27,,,,,,,
Solyc01g010910.1,Solyc01g010910.1,0.2,1,2,0.6,0.2,,,,,
Solyc01g010920.1,Solyc01g010920.1,6,2,3,1,2,1,2,2,2,0.7
Solyc01g010930.2,Solyc01g010930.2,4,2,3,0.7,2,2,2,3,0.8,0.5
Solyc01g010940.2,Solyc01g010940.2,59,33,45,45,33,33,15,29,31,61
Solyc01g010950.2,Solyc01g010950.2,5,15,41,50,16,15,18,18,20,25
Solyc01g010960.1,Solyc01g010960.1,0.5,0.2,0.2,0.6,1,,0.5,,0.4,0.4
Solyc01g010970.2,Solyc01g010970.2,3,0.4,1,2,0.1,0.2,,0.6,0.9,1
Solyc01g010980.1,Solyc01g010980.1,3,19,17,29,15,26,27,17,8,0.6
Solyc01g010990.2,Solyc01g010990.2,11,4,5,3,6,10,8,12,11,11
Solyc01g011000.2,Solyc01g011000.2,486,246,303,434,388,342,299,386,429,399
Solyc01g011010.2,Solyc01g011010.2,5,3,4,4,3,1,1,4,2,7
Solyc01g011020.1,Solyc01g011020.1,1,,,0.8,,,,,,0.4
Solyc01g011030.2,Solyc01g011030.2,15,8,28,29,22,26,45,40,38,26
Solyc01g011040.2,Solyc01g011040.2,69,35,73,44,107,96,48,76,52,56
Solyc01g011050.2,Solyc01g011050.2,2,0.4,531,869,0.6,0.8,3,1,0.6,
Solyc01g011060.1,Solyc01g011060.1,0.3,0.2,0.2,,,0.7,0.5,,0.3,
Solyc01g011080.2,Solyc01g011080.2,0.1,,0.1,,0.1,0.2,0.1,,,
Solyc01g011090.2,Solyc01g011090.2,5,3,1,1,3,4,4,5,4,5
Solyc01g011100.2,Solyc01g011100.2,38,25,14,17,24,24,23,34,32,32
Solyc01g011130.1,Solyc01g011130.1,,,,,,,0.1,0.1,0.1,
Solyc01g011200.2,Solyc01g011200.2,0.7,1,0.9,0.4,1,2,1,0.9,0.7,2
Solyc01g011220.1,Solyc01g011220.1,0.9,0.8,0.7,0.8,0.3,0.6,2,0.9,0.8,1
Solyc01g011230.2,Solyc01g011230.2,,0.8,0.4,0.9,0.3,3,2,0.6,0.9,1
Solyc01g011340.2,Solyc01g011340.2,71,40,48,45,54,53,29,56,50,49
Solyc01g011350.2,Solyc01g011350.2,59,31,29,21,214,241,400,162,118,117
Solyc01g011390.2,Solyc01g011390.2,,,18,44,0.1,,0.2,,0.1,
Solyc01g011410.1,Solyc01g011410.1,0.7,2,0.2,0.8,1,5,2,1,1,3
Solyc01g011420.1,Solyc01g011420.1,,,,,,,,1,1,
Solyc01g011430.2,Solyc01g011430.2,11,0.1,0.6,0.3,,,0.1,,,
Solyc01g011450.1,Solyc01g011450.1,,0.3,,,,,,,,
Solyc01g011480.1,Solyc01g011480.1,,3,3,4,2,6,5,2,0.5,
Solyc01g011490.1,Solyc01g011490.1,,0.1,0.7,0.1,,,,,,
Solyc01g011500.1,Solyc01g011500.1,,,,,,,,,,0.3
Solyc01g011510.2,Solyc01g011510.2,7,39,52,66,18,17,8,15,14,19
Solyc01g012580.1,Solyc01g012580.1,1,0.5,0.2,,,,0.5,0.4,1,2
Solyc01g012650.1,Solyc01g012650.1,,,,,,,,0.2,,
Solyc01g012700.2,Solyc01g012700.2,,0.1,,,,,,,,
Solyc01g013890.1,Solyc01g013890.1,,0.1,,,,,,,,
Solyc01g013900.2,Solyc01g013900.2,,,,0.2,,,,,,
Solyc01g014030.1,Solyc01g014030.1,,,,,,,,,,0.3
Solyc01g014080.1,Solyc01g014080.1,0.3,,,0.2,0.2,,,,,
Solyc01g014100.2,Solyc01g014100.2,0.2,,8,11,29,19,17,0.7,,
Solyc01g014110.2,Solyc01g014110.2,8,2,2,3,1,5,1,2,0.2,0.5
Solyc01g014120.2,Solyc01g014120.2,5,4,2,1,1,2,3,2,0.3,0.1
Solyc01g014140.2,Solyc01g014140.2,4,7,2,1,0.5,0.2,0.2,,,
Solyc01g014180.2,Solyc01g014180.2,237,115,195,197,202,277,601,694,863,533
Solyc01g014200.1,Solyc01g014200.1,3,4,14,14,21,16,22,18,4,0.3
Solyc01g014210.1,Solyc01g014210.1,,,,,,,0.1,0.1,0.1,0.1
Solyc01g014220.1,Solyc01g014220.1,0.4,,,,0.1,0.2,0.1,,,
Solyc01g014230.2,Solyc01g014230.2,21,6,5,11,7,11,13,17,14,17
Solyc01g014250.2,Solyc01g014250.2,4,5,9,11,5,14,27,26,61,46
Solyc01g014270.2,Solyc01g014270.2,,10,10,10,12,21,30,23,14,16
Solyc01g014280.2,Solyc01g014280.2,0.1,,,,,0.1,0.1,,,
Solyc01g014320.2,Solyc01g014320.2,,12,2,1,,,,,0.1,
Solyc01g014330.2,Solyc01g014330.2,0.2,3,0.7,0.2,,,,,,
Solyc01g014380.2,Solyc01g014380.2,3,3,1,1,0.5,1,1,2,0.3,0.2
Solyc01g014410.1,Solyc01g014410.1,,0.2,0.2,0.5,,,,0.4,0.3,1
Solyc01g014460.1,Solyc01g014460.1,0.2,,,,,,,,0.1,
Solyc01g014470.1,Solyc01g014470.1,,0.1,,0.1,0.2,0.2,,,,
Solyc01g014480.2,Solyc01g014480.2,25,10,11,13,9,11,12,14,19,12
Solyc01g014490.2,Solyc01g014490.2,16,9,10,9,14,15,13,17,13,15
Solyc01g014500.1,Solyc01g014500.1,,,0.1,,,,0.2,,0.1,0.1
Solyc01g014530.2,Solyc01g014530.2,,,,0.2,,,,0.1,0.4,0.5
Solyc01g014560.2,Solyc01g014560.2,,,,0.1,,,,0.2,0.7,3
Solyc01g014620.1,Solyc01g014620.1,6,2,3,2,,,,,,
Solyc01g014700.2,Solyc01g014700.2,0.4,0.4,,0.1,,,0.3,0.9,0.9,0.3
Solyc01g014710.1,Solyc01g014710.1,,,,,,,,,,0.2
Solyc01g014720.1,Solyc01g014720.1,,,,,,,,,0.1,0.1
Solyc01g014730.1,Solyc01g014730.1,2,,0.6,,,,,2,0.9,0.7
Solyc01g014740.1,Solyc01g014740.1,0.3,0.2,,0.2,,0.8,,0.4,1,0.2
Solyc01g014830.1,Solyc01g014830.1,0.2,,,,,,,,,
Solyc01g014840.2,Solyc01g014840.2,10,0.1,0.3,0.4,0.3,0.4,0.2,1,0.1,0.7
Solyc01g014850.2,Solyc01g014850.2,40,12,16,19,23,23,28,27,25,28
Solyc01g014880.2,Solyc01g014880.2,,,7,5,,,,,,
Solyc01g014910.1,Solyc01g014910.1,,,,,,,,,,0.1
Solyc01g014950.1,Solyc01g014950.1,,,,,0.2,,,,0.2,
Solyc01g014980.2,Solyc01g014980.2,0.2,,,,,0.2,0.3,,0.8,0.4
Solyc01g014990.1,Solyc01g014990.1,1,1,0.7,2,2,2,2,2,3,2
Solyc01g015000.2,Solyc01g015000.2,,,0.3,,,,0.2,,0.2,0.1
Solyc01g015010.1,Solyc01g015010.1,,,,,0.4,,,,,
Solyc01g015020.2,Solyc01g015020.2,81,32,35,62,28,44,48,55,75,60
Solyc01g015040.1,Solyc01g015040.1,5,1,0.3,1,0.4,5,12,9,11,9
Solyc01g015050.1,Solyc01g015050.1,6,2,0.7,0.9,2,6,12,9,13,14
Solyc01g015060.1,Solyc01g015060.1,0.2,,,,,,,,,
Solyc01g015070.2,Solyc01g015070.2,12,4,12,10,8,10,21,15,20,24
Solyc01g015080.2,Solyc01g015080.2,460,,,,,,,,,
Solyc01g015090.1,Solyc01g015090.1,0.2,,,0.1,,,,,,
Solyc01g015100.1,Solyc01g015100.1,,,,0.1,,,,,,
Solyc01g015140.1,Solyc01g015140.1,0.3,,0.2,,,0.4,0.3,0.7,,0.2
Solyc01g015160.1,Solyc01g015160.1,,,0.5,,,,,,,
Solyc01g015220.1,Solyc01g015220.1,,0.1,,0.4,,0.4,,0.3,,0.1
Solyc01g015270.1,Solyc01g015270.1,0.3,,,,,,,,,
Solyc01g015300.1,Solyc01g015300.1,,,,,,,,0.6,,
Solyc01g016320.1,Solyc01g016320.1,,,0.3,,,,,,,
Solyc01g016330.1,Solyc01g016330.1,0.1,,,0.3,,,0.3,0.1,0.2,
Solyc01g016340.1,Solyc01g016340.1,,,,,,,,0.3,,0.2
Solyc01g016360.1,Solyc01g016360.1,,,0.2,,,,,,,
Solyc01g016370.1,Solyc01g016370.1,,0.3,0.2,0.2,,,,0.1,,
Solyc01g016380.2,Solyc01g016380.2,0.1,,4,0.9,0.1,,,,,
Solyc01g016390.2,Solyc01g016390.2,0.1,,2,0.3,,,,,,
Solyc01g016400.1,Solyc01g016400.1,0.3,0.5,,0.5,,,,,0.6,
Solyc01g016410.2,Solyc01g016410.2,12,5,6,7,11,11,15,25,36,36
Solyc01g016460.2,Solyc01g016460.2,5,3,4,7,5,7,4,6,2,2
Solyc01g016470.2,Solyc01g016470.2,104,25,56,49,106,102,51,68,51,63
Solyc01g016480.1,Solyc01g016480.1,,,0.1,,,,,,,
